Year,Week,Week ending,A/H1N1.proxy,A/H3N2.proxy,A/H1N1pdm.proxy,A.proxy,B.proxy
1998,1,03/01/1998,0.279751847,8.672307269,0,8.952059117,0
1998,2,10/01/1998,0.466619169,5.210580715,0,5.677199884,0
1998,3,17/01/1998,0.259668996,6.167138644,0,6.426807639,0.129834498
1998,4,24/01/1998,0.417815125,10.77963023,0,11.19744536,0
1998,5,31/01/1998,0.722804481,12.39093397,0,13.11373845,0
1998,6,07/02/1998,0.172230544,14.03678935,0,14.20901989,0
1998,7,14/02/1998,0.355338437,19.81011789,0,20.16545633,0.177669219
1998,8,21/02/1998,0.422374307,24.32876007,0,24.75113438,0.084474861
1998,9,28/02/1998,0.082045771,35.0335441,0,35.11558987,0.164091541
1998,10,07/03/1998,0.424218961,39.34630861,0,39.77052758,0.10605474
1998,11,14/03/1998,0.194002874,28.51842244,0,28.71242531,0.291004311
1998,12,21/03/1998,0.321747035,22.7367905,0,23.05853753,0.428996047
1998,13,28/03/1998,0,17.06809376,0,17.06809376,0.661554022
1998,14,04/04/1998,0,10.35723571,0,10.35723571,0.183313906
1998,15,11/04/1998,0.135783613,6.381829798,0,6.517613411,0.407350838
1998,16,18/04/1998,0,3.939495269,0,3.939495269,0.135844664
1998,17,25/04/1998,0,1.438170367,0,1.438170367,0.319593415
1998,18,02/05/1998,0,2.62295082,0,2.62295082,0.327868852
1998,19,09/05/1998,0,4.41872874,0,4.41872874,0.378748178
1998,20,16/05/1998,0,4.798458264,0,4.798458264,0.423393376
1998,21,23/05/1998,0,4.117939953,0,4.117939953,0.605579405
1998,22,30/05/1998,0,5.714797044,0,5.714797044,0.112054844
1998,23,06/06/1998,0,5.193912084,0,5.193912084,0.633403913
1998,24,13/06/1998,0,2.918050941,0,2.918050941,0.470653378
1998,25,20/06/1998,0,4.957413298,0,4.957413298,0.777633459
1998,26,27/06/1998,0.083335094,4.583430166,0,4.66676526,1.250026409
1998,27,04/07/1998,0,5.054923558,0,5.054923558,0.745808394
1998,28,11/07/1998,0,4.4789239,0,4.4789239,1.081119562
1998,29,18/07/1998,0,6.601017338,0,6.601017338,2.068975583
1998,30,25/07/1998,0,3.948049857,0,3.948049857,1.10545396
1998,31,01/08/1998,0,6.012819786,0,6.012819786,1.474842589
1998,32,08/08/1998,0,4.341897075,0,4.341897075,2.661162723
1998,33,15/08/1998,0,2.434087094,0,2.434087094,2.004542313
1998,34,22/08/1998,0,2.193463479,0,2.193463479,0.731154493
1998,35,29/08/1998,0,2.724285818,0,2.724285818,1.539813723
1998,36,05/09/1998,0,1.854351456,0,1.854351456,0.618117152
1998,37,12/09/1998,0,1.486935141,0,1.486935141,0.446080542
1998,38,19/09/1998,0,0.988060609,0,0.988060609,0.564606062
1998,39,26/09/1998,0,0.552701736,0,0.552701736,0.138175434
1998,40,03/10/1998,0.168664869,0.843324345,0,1.011989214,0.168664869
1998,41,10/10/1998,0,0.142086325,0,0.142086325,0.284172649
1998,42,17/10/1998,0,0.184479753,0,0.184479753,0.184479753
1998,43,24/10/1998,0,0.356555129,0,0.356555129,0.178277564
1998,44,31/10/1998,0,0,0,0,0
1998,45,07/11/1998,0,0,0,0,0.200318175
1998,46,14/11/1998,0,0.404248076,0,0.404248076,0
1998,47,21/11/1998,0.205688347,0.205688347,0,0.411376693,0
1998,48,28/11/1998,0,0.212146123,0,0.212146123,0.212146123
1998,49,05/12/1998,0,0.671147764,0,0.671147764,0.223715921
1998,50,12/12/1998,0,0.691224209,0,0.691224209,0
1998,51,19/12/1998,0,0.188423022,0,0.188423022,0.188423022
1998,52,26/12/1998,0,0.714592268,0,0.714592268,0
1998,53,02/01/1999,0,3.330721003,0,3.330721003,0.195924765
1999,1,09/01/1999,0,7.145997629,0,7.145997629,0.198499934
1999,2,16/01/1999,0.189696387,11.19208681,0,11.3817832,0.379392773
1999,3,23/01/1999,0,27.491539,0,27.491539,0.808574676
1999,4,30/01/1999,0,41.81920086,0,41.81920086,0.74345246
1999,5,06/02/1999,0,34.91151372,0,34.91151372,0.935129832
1999,6,13/02/1999,0,33.12713753,0,33.12713753,0.504474176
1999,7,20/02/1999,0,28.61962813,0,28.61962813,1.612373416
1999,8,27/02/1999,0,11.11957596,0,11.11957596,0.722050387
1999,9,06/03/1999,0,3.290867893,0,3.290867893,0.493630184
1999,10,13/03/1999,0,2.477691892,0,2.477691892,1.321435676
1999,11,20/03/1999,0,2.354964115,0,2.354964115,1.850328947
1999,12,27/03/1999,0.176594951,2.825519214,0,3.002114165,3.531899018
1999,13,03/04/1999,0.277218869,1.801922647,0,2.079141516,2.633579253
1999,14,10/04/1999,0.146956599,1.028696192,0,1.175652791,1.763479186
1999,15,17/04/1999,0,3.607567485,0,3.607567485,2.538658601
1999,16,24/04/1999,0,0.951120292,0,0.951120292,3.011880926
1999,17,01/05/1999,0,2.010888413,0,2.010888413,2.629623309
1999,18,08/05/1999,0,1.332594926,0,1.332594926,2.301754872
1999,19,15/05/1999,0,0.368021645,0,0.368021645,1.349412699
1999,20,22/05/1999,0,1.879034397,0,1.879034397,0.939517199
1999,21,29/05/1999,0,1.169239994,0,1.169239994,1.558986659
1999,22,05/06/1999,0,2.232208185,0,2.232208185,1.838289094
1999,23,12/06/1999,0,0.655352986,0,0.655352986,1.048564777
1999,24,19/06/1999,0,0.772479282,0,0.772479282,1.081470994
1999,25,26/06/1999,0,2.709616317,0,2.709616317,1.295903456
1999,26,03/07/1999,0,2.568612852,0,2.568612852,1.284306426
1999,27,10/07/1999,0,4.557995908,0,4.557995908,0.471516818
1999,28,17/07/1999,0,7.663949839,0,7.663949839,0.753831132
1999,29,24/07/1999,0,9.356782144,0,9.356782144,0.909687153
1999,30,31/07/1999,0,6.121517977,0,6.121517977,0.859160418
1999,31,07/08/1999,0,6.838658529,0,6.838658529,0.547092682
1999,32,14/08/1999,0,6.678166405,0,6.678166405,1.397755759
1999,33,21/08/1999,0,4.876854155,0,4.876854155,2.090080352
1999,34,28/08/1999,0,2.526133571,0,2.526133571,1.263066785
1999,35,04/09/1999,0,3.921424907,0,3.921424907,2.352854944
1999,36,11/09/1999,0,4.370007377,0,4.370007377,2.185003689
1999,37,18/09/1999,0,4.337347138,0,4.337347138,2.255420512
1999,38,25/09/1999,0,1.63792078,0,1.63792078,2.547876769
1999,39,02/10/1999,0,1.789219286,0,1.789219286,1.988021429
1999,40,09/10/1999,0,0.433768985,0,0.433768985,1.951960434
1999,41,16/10/1999,0,1.532488209,0,1.532488209,0.574683078
1999,42,23/10/1999,0,0.504081275,0,0.504081275,1.512243826
1999,43,30/10/1999,0,0,0,0,1.068293521
1999,44,06/11/1999,0,0,0,0,0.7521218
1999,45,13/11/1999,0,0.432505491,0,0.432505491,1.297516472
1999,46,20/11/1999,0,0.420054466,0,0.420054466,0.420054466
1999,47,27/11/1999,0,0,0,0,0.403502747
1999,48,04/12/1999,0.251728731,0,0,0.251728731,0.503457461
1999,49,11/12/1999,0,0,0,0,0.488239446
1999,50,18/12/1999,0.264570732,0.793712197,0,1.058282929,0.529141465
1999,51,25/12/1999,0,1.22658771,0,1.22658771,0.919940783
1999,52,01/01/2000,0.759919666,1.899799164,0,2.65971883,1.139879498
2000,1,08/01/2000,0.793176157,6.874193357,0,7.667369513,2.115136418
2000,2,15/01/2000,4.393980113,10.54555227,0,14.93953238,1.757592045
2000,3,22/01/2000,9.044262634,11.30532829,0,20.34959093,2.584075038
2000,4,29/01/2000,13.48163128,11.68408044,0,25.16571172,4.194285286
2000,5,05/02/2000,14.19424126,21.1465227,0,35.34076396,4.63485429
2000,6,12/02/2000,11.75801431,15.42034664,0,27.17836096,5.589875658
2000,7,19/02/2000,9.82174729,10.04000834,0,19.86175563,6.984353628
2000,8,26/02/2000,9.607412633,9.18969904,0,18.79711167,12.74026458
2000,9,04/03/2000,10.48555394,8.388443151,0,18.87399709,12.34965242
2000,10,11/03/2000,7.794622836,8.314264358,0,16.10888719,10.91247197
2000,11,18/03/2000,5.395506918,4.465247105,0,9.860754023,10.23285795
2000,12,25/03/2000,1.665014164,2.997025496,0,4.66203966,7.825566572
2000,13,01/04/2000,0.301016757,2.709150812,0,3.010167569,5.267793246
2000,14,08/04/2000,0.481470821,0.481470821,0,0.962941643,4.814708213
2000,15,15/04/2000,0,1.104602749,0,1.104602749,2.071130154
2000,16,22/04/2000,0.294197393,0.735493483,0,1.029690876,1.323888269
2000,17,29/04/2000,0.131926525,0.131926525,0,0.26385305,0.791559151
2000,18,06/05/2000,0,0.174451921,0,0.174451921,0.348903841
2000,19,13/05/2000,0.175044575,1.050267449,0,1.225312024,0.7001783
2000,20,20/05/2000,0,0.559604661,0,0.559604661,0.839406991
2000,21,27/05/2000,0,0.757880643,0,0.757880643,0.303152257
2000,22,03/06/2000,0.162857313,1.791430448,0,1.954287762,0.325714627
2000,23,10/06/2000,0,1.896327284,0,1.896327284,0.172393389
2000,24,17/06/2000,0,2.114425917,0,2.114425917,0.17620216
2000,25,24/06/2000,0,2.858929688,0,2.858929688,0.357366211
2000,26,01/07/2000,0,2.744487057,0,2.744487057,0
2000,27,08/07/2000,0.162942491,5.540044684,0,5.702987175,0.162942491
2000,28,15/07/2000,0,5.93905427,0,5.93905427,0.16497373
2000,29,22/07/2000,0,4.496889719,0,4.496889719,0.172957297
2000,30,29/07/2000,0.628619802,5.448038287,0,6.076658089,0.209539934
2000,31,05/08/2000,0.984676516,4.135641369,0,5.120317885,0.393870607
2000,32,12/08/2000,0.913078757,4.200162282,0,5.113241039,0.182615751
2000,33,19/08/2000,1.668188737,4.246298602,0,5.914487339,0.151653522
2000,34,26/08/2000,2.360254992,3.540382488,0,5.90063748,0.168589642
2000,35,02/09/2000,2.978807685,2.813318369,0,5.792126054,0.330978632
2000,36,09/09/2000,1.658671022,2.948748483,0,4.607419505,0.552890341
2000,37,16/09/2000,1.355217106,0.677608553,0,2.03282566,0.338804277
2000,38,23/09/2000,0.883228921,0.44161446,0,1.324843381,0.29440964
2000,39,30/09/2000,0.165947561,0.165947561,0,0.331895121,0.165947561
2000,40,07/10/2000,0,0,0,0,0.669459504
2000,41,14/10/2000,0,0,0,0,0.364082681
2000,42,21/10/2000,0,0,0,0,0.33565321
2000,43,28/10/2000,0,0.157843534,0,0.157843534,1.104904736
2000,44,04/11/2000,0.418733769,0,0,0.418733769,0.628100653
2000,45,11/11/2000,0.346917682,0.173458841,0,0.520376522,1.214211885
2000,46,18/11/2000,0.194089624,0,0,0.194089624,0.194089624
2000,47,25/11/2000,0.178164419,0,0,0.178164419,0.890822097
2000,48,02/12/2000,0,0.201440163,0,0.201440163,1.208640977
2000,49,09/12/2000,0,0,0,0,0.385350669
2000,50,16/12/2000,0,0,0,0,1.078153094
2000,51,23/12/2000,0.328829907,0,0,0.328829907,1.315319626
2000,52,30/12/2000,0.620449415,0.206816472,0,0.827265886,0.620449415
2001,1,06/01/2001,0.17623382,0,0,0.17623382,0.352467641
2001,2,13/01/2001,1.753873137,0,0,1.753873137,1.315404852
2001,3,20/01/2001,1.399954264,0.139995426,0,1.53994969,1.679945117
2001,4,27/01/2001,1.675863196,0.2094829,0,1.885346096,2.304311895
2001,5,03/02/2001,0.800338238,0.533558825,0,1.333897064,1.333897064
2001,6,10/02/2001,1.383366863,0.922244575,0,2.305611438,3.074148585
2001,7,17/02/2001,1.563765324,0.469129597,0,2.032894921,3.596660244
2001,8,24/02/2001,3.398700046,0.339870005,0,3.73857005,5.437920073
2001,9,03/03/2001,4.249759838,0.293086885,0,4.542846723,4.249759838
2001,10,10/03/2001,3.590865417,0,0,3.590865417,5.087059341
2001,11,17/03/2001,4.919654202,0.655953894,0,5.575608095,5.575608095
2001,12,24/03/2001,4.779953783,0.289694169,0,5.069647952,6.083577542
2001,13,31/03/2001,4.193885657,0.310658197,0,4.504543854,3.88322746
2001,14,07/04/2001,5.450392383,0.340649524,0,5.791041907,3.065845715
2001,15,14/04/2001,3.24926789,0.684056398,0,3.933324288,3.24926789
2001,16,21/04/2001,3.193561779,0.510969885,0,3.704531664,2.554849424
2001,17,28/04/2001,5.300517678,0.927590594,0,6.228108272,2.385232955
2001,18,05/05/2001,8.057151056,0.78991677,0,8.847067826,1.895800248
2001,19,12/05/2001,6.298975286,1.657625075,0,7.956600362,1.98915009
2001,20,19/05/2001,6.493864354,0.77307909,0,7.266943444,3.710779631
2001,21,26/05/2001,7.517632367,1.031831894,0,8.549464261,3.390304793
2001,22,02/06/2001,7.637132168,0.52669877,0,8.163830938,2.238469773
2001,23,09/06/2001,6.030957506,0.325997703,0,6.356955209,2.770980476
2001,24,16/06/2001,6.938205559,0.452491667,0,7.390697226,2.262458335
2001,25,23/06/2001,7.566430122,0.582033086,0,8.148463209,1.746099259
2001,26,30/06/2001,5.335087776,0,0,5.335087776,2.018681861
2001,27,07/07/2001,6.223788084,0.15958431,0,6.383372394,2.234180338
2001,28,14/07/2001,6.942447592,0,0,6.942447592,1.880246223
2001,29,21/07/2001,4.919365768,0.89443014,0,5.813795907,2.236075349
2001,30,28/07/2001,5.888057096,0.535277918,0,6.423335014,1.873472712
2001,31,04/08/2001,5.892655964,0.604374971,0,6.497030935,2.568593625
2001,32,11/08/2001,6.587570429,1.685192435,0,8.272762864,2.604388309
2001,33,18/08/2001,3.311666535,0,0,3.311666535,3.896078277
2001,34,25/08/2001,2.605320064,0.911862022,0,3.517182086,1.563192038
2001,35,01/09/2001,3.016493146,0.177440773,0,3.193933919,1.59696696
2001,36,08/09/2001,1.05616929,0.176028215,0,1.232197505,0.35205643
2001,37,15/09/2001,0.916762717,0.152793786,0,1.069556503,1.833525434
2001,38,22/09/2001,1.278939263,0,0,1.278939263,0.548116827
2001,39,29/09/2001,0.327672099,0,0,0.327672099,0.16383605
2001,40,06/10/2001,0.492842827,0,0,0.492842827,0.246421413
2001,41,13/10/2001,0,0.426431837,0,0.426431837,0
2001,42,20/10/2001,0,0,0,0,0.233938733
2001,43,27/10/2001,0,0,0,0,0
2001,44,03/11/2001,0.212751294,0,0,0.212751294,0
2001,45,10/11/2001,0,0,0,0,0
2001,46,17/11/2001,0,0.179510216,0,0.179510216,0
2001,47,24/11/2001,0,0.491150221,0,0.491150221,0.327433481
2001,48,01/12/2001,0.189191025,0,0,0.189191025,0.189191025
2001,49,08/12/2001,0.214127333,0,0,0.214127333,0
2001,50,15/12/2001,0,0.677671116,0,0.677671116,0
2001,51,22/12/2001,0,0.720444137,0,0.720444137,0
2001,52,29/12/2001,0.274324593,0.548649187,0,0.82297378,0.274324593
2002,1,05/01/2002,0.212460615,0.849842458,0,1.062303073,0.637381844
2002,2,12/01/2002,0.606992275,2.427969098,0,3.034961373,1.011653791
2002,3,19/01/2002,1.030618815,6.183712892,0,7.214331708,3.091856446
2002,4,26/01/2002,1.006864163,9.56520955,0,10.57207371,3.524024571
2002,5,02/02/2002,1.346951329,12.6613425,0,14.00829383,5.657195584
2002,6,09/02/2002,0.539950943,13.31878993,0,13.85874087,7.199345909
2002,7,16/02/2002,0.622742558,5.604683024,0,6.227425582,5.293311745
2002,8,23/02/2002,1.695816777,6.406418934,0,8.102235711,2.449513122
2002,9,02/03/2002,1.742887686,6.971550743,0,8.714438428,3.485775371
2002,10,09/03/2002,0.539488449,7.013349832,0,7.552838281,1.618465346
2002,11,16/03/2002,1.306808402,5.445035006,0,6.751843408,1.742411202
2002,12,23/03/2002,0.571930926,8.960251173,0,9.532182099,5.147378333
2002,13,30/03/2002,0.367480874,8.452060091,0,8.819540965,2.756106551
2002,14,06/04/2002,0.297786833,6.551310326,0,6.849097159,1.488934165
2002,15,13/04/2002,0,6.120449847,0,6.120449847,1.224089969
2002,16,20/04/2002,0.437638903,10.50333367,0,10.94097257,0.291759269
2002,17,27/04/2002,0.274798704,6.457769543,0,6.732568246,0.412198056
2002,18,04/05/2002,0,4.643448054,0,4.643448054,0.281421094
2002,19,11/05/2002,0,4.550769665,0,4.550769665,0
2002,20,18/05/2002,0,5.997203042,0,5.997203042,0.29254649
2002,21,25/05/2002,0,2.044592508,0,2.044592508,0.185872046
2002,22,01/06/2002,0,7.494710502,0,7.494710502,0.152953276
2002,23,08/06/2002,0,5.773394444,0,5.773394444,0.151931433
2002,24,15/06/2002,0,8.553408234,0,8.553408234,0
2002,25,22/06/2002,0,7.379890302,0,7.379890302,0.163997562
2002,26,29/06/2002,0,7.963421042,0,7.963421042,0
2002,27,06/07/2002,0,12.67872054,0,12.67872054,0
2002,28,13/07/2002,0,12.78784909,0,12.78784909,0
2002,29,20/07/2002,0,10.00579279,0,10.00579279,0
2002,30,27/07/2002,0,7.803103047,0,7.803103047,0.177343251
2002,31,03/08/2002,0,7.964616911,0,7.964616911,0.162543202
2002,32,10/08/2002,0,4.350749681,0,4.350749681,0.300051702
2002,33,17/08/2002,0,6.289389567,0,6.289389567,0.174705266
2002,34,24/08/2002,0,4.780051056,0,4.780051056,0
2002,35,31/08/2002,0.137707459,2.754149181,0,2.89185664,0
2002,36,07/09/2002,0,2.871643425,0,2.871643425,0.638142983
2002,37,14/09/2002,0,2.14703604,0,2.14703604,0.195185095
2002,38,21/09/2002,0,0.421013854,0,0.421013854,0.842027708
2002,39,28/09/2002,0,0,0,0,1.050771121
2002,40,05/10/2002,0,1.166596177,0,1.166596177,0.49996979
2002,41,12/10/2002,0,0.361812382,0,0.361812382,0.180906191
2002,42,19/10/2002,0,0.927966593,0,0.927966593,1.159958242
2002,43,26/10/2002,0,0.95598715,0,0.95598715,0.95598715
2002,44,02/11/2002,0,0.394363369,0,0.394363369,0.591545054
2002,45,09/11/2002,0,1.081509883,0,1.081509883,0.360503294
2002,46,16/11/2002,0,0,0,0,0
2002,47,23/11/2002,0,0,0,0,1.249459718
2002,48,30/11/2002,0,0.159725202,0,0.159725202,1.437526822
2002,49,07/12/2002,0,0.197921289,0,0.197921289,1.781291598
2002,50,14/12/2002,0,1.29933595,0,1.29933595,1.29933595
2002,51,21/12/2002,0,1.200053742,0,1.200053742,4.000179138
2002,52,28/12/2002,0,2.021493036,0,2.021493036,2.389037224
2003,1,04/01/2003,0,2.160456181,0,2.160456181,4.487101299
2003,2,11/01/2003,0.168082388,4.874389265,0,5.042471654,1.680823885
2003,3,18/01/2003,0.234640298,4.692805965,0,4.927446264,9.854892527
2003,4,25/01/2003,0,7.165395181,0,7.165395181,8.240204458
2003,5,01/02/2003,0,2.876629543,0,2.876629543,8.291461625
2003,6,08/02/2003,0,8.630402967,0,8.630402967,7.116297183
2003,7,15/02/2003,0,8.193011114,0,8.193011114,3.845699094
2003,8,22/02/2003,0.127718581,11.36695373,0,11.49467231,5.619617574
2003,9,01/03/2003,0,9.227743463,0,9.227743463,3.614992284
2003,10,08/03/2003,0.096000983,10.84811108,0,10.94411207,3.648037356
2003,11,15/03/2003,0,9.506715411,0,9.506715411,2.636899165
2003,12,22/03/2003,0.0645623,5.229546322,0,5.294108622,2.42108626
2003,13,29/03/2003,0.058953402,3.979354622,0,4.038308024,1.768602054
2003,14,05/04/2003,0,1.775151554,0,1.775151554,0.552916058
2003,15,12/04/2003,0.030600201,0.918006024,0,0.948606225,0.183601205
2003,16,19/04/2003,0,0.314669189,0,0.314669189,0.089905483
2003,17,26/04/2003,0,0.665715889,0,0.665715889,0.142653405
2003,18,03/05/2003,0,0.063059951,0,0.063059951,0
2003,19,10/05/2003,0,0.163357879,0,0.163357879,0
2003,20,17/05/2003,0,0.230051603,0,0.230051603,0
2003,21,24/05/2003,0,0.323283779,0,0.323283779,0
2003,22,31/05/2003,0,0.932394544,0,0.932394544,0
2003,23,07/06/2003,0,0.647319379,0,0.647319379,0
2003,24,14/06/2003,0,0.322868236,0,0.322868236,0
2003,25,21/06/2003,0,1.698819412,0,1.698819412,0
2003,26,28/06/2003,0,2.881153643,0,2.881153643,0
2003,27,05/07/2003,0,6.774778927,0,6.774778927,0
2003,28,12/07/2003,0,2.595350937,0,2.595350937,0
2003,29,19/07/2003,0,4.73133466,0,4.73133466,0
2003,30,26/07/2003,0,2.928289445,0,2.928289445,0
2003,31,02/08/2003,0,3.389938588,0,3.389938588,0
2003,32,09/08/2003,0,3.167291379,0,3.167291379,0
